款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,前年度決算數,"本年度與
上年度比較",說明
2,54,2,1,0405630201,沒入金,"1,800 ","1,800 ","2,846 ",-,"本年度預算數係沒入刑事保證金
等收入。
"
2,55,,,0405640000,臺灣澎湖地方法院,87 ,172 ,-,-85 ,
2,55,1,,0405640100,罰金罰鍰及怠金,2 ,2 ,-,-,
2,55,1,1,0405640101,罰金罰鍰,2 ,2 ,-,-,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。
"
2,55,2,,0405640200,沒入及沒收財物,85 ,170 ,-,-85 ,
2,55,2,1,0405640201,沒入金,85 ,170 ,-,-85 ,"本年度預算數係沒入刑事保證金
等收入。
"
2,56,,,0405800000,臺灣高雄少年法院,161 ,21 ,370 ,140 ,
2,56,1,,0405800100,罰金罰鍰及怠金,1 ,1 ,-,-,
2,56,1,1,0405800101,罰金罰鍰,1 ,1 ,-,-,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。
"
2,56,2,,0405800200,沒入及沒收財物,160 ,20 ,370 ,140 ,
2,56,2,1,0405800201,沒入金,160 ,20 ,370 ,140 ,"本年度預算數係沒入刑事保證金
等收入。
"
2,57,,,0405900000,福建高等法院金門分院,-,-,2 ,-,
2,57,1,,0405900300,賠償收入,-,-,2 ,-,
2,57,1,1,0405900301,一般賠償收入,-,-,2 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,58,,,0405910000,福建金門地方法院,86 ,86 ,166 ,-,
2,58,1,,0405910100,罰金罰鍰及怠金,6 ,6 ,-,-,
2,58,1,1,0405910101,罰金罰鍰,6 ,6 ,-,-,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。
"
2,58,2,,0405910200,沒入及沒收財物,80 ,80 ,160 ,-,
2,58,2,1,0405910201,沒入金,80 ,80 ,160 ,-,"本年度預算數係沒入刑事保證金
等收入。
"
2,58,3,,0405910300,賠償收入,-,-,6 ,-,
2,58,3,1,0405910301,一般賠償收入,-,-,6 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。
"
2,59,,,0405930000,福建連江地方法院,-,-,4 ,-,
2,59,1,,0405930300,賠償收入,-,-,4 ,-,
2,59,1,1,0405930301,一般賠償收入,-,-,4 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。
"
2,60,,,0406010000,考試院,-,-,694 ,-,
2,60,1,,0406010300,賠償收入,-,-,694 ,-,
2,60,1,1,0406010301,一般賠償收入,-,-,694 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,61,,,0406100000,考選部,-,-,8 ,-,
2,61,1,,0406100300,賠償收入,-,-,8 ,-,
2,61,1,1,0406100301,一般賠償收入,-,-,8 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,62,,,0406200000,銓敘部,-,-,105 ,-,
2,62,1,,0406200300,賠償收入,-,-,105 ,-,
2,62,1,1,0406200301,一般賠償收入,-,-,105 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,63,,,0406300000,公務人員保障暨培訓委員會,-,-,28 ,-,
2,63,1,,0406300300,賠償收入,-,-,28 ,-,
2,63,1,1,0406300301,一般賠償收入,-,-,28 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,64,,,0406400000,國家文官培訓所,-,-,22 ,-,
2,64,1,,0406400300,賠償收入,-,-,22 ,-,
2,64,1,1,0406400301,一般賠償收入,-,-,22 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,65,,,0407010000,監察院,"10,400 ","7,315 ","6,268 ","3,085 ",
2,65,1,,0407010100,罰金罰鍰及怠金,"9,300 ","6,650 ",398 ,"2,650 ",
2,65,1,1,0407010101,罰金罰鍰,"9,300 ","6,650 ",398 ,"2,650 ","本年度預算數係違反公職人員財
產申報法、利益衝突迴避法及政
治獻金法等規定之罰鍰收入。
"
2,65,2,,0407010200,沒入及沒收財物,"1,000 ",615 ,"5,816 ",385 ,
2,65,2,1,0407010201,沒入金,"1,000 ",615 ,"5,816 ",385 ,"本年度預算數係政黨、政治團體
或擬參選人違反政治獻金法規定
辦理繳庫或依法沒入之收入。
"
2,65,3,,0407010300,賠償收入,100 ,50 ,54 ,50 ,
2,65,3,1,0407010301,一般賠償收入,100 ,50 ,54 ,50 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,66,,,0407100000,審計部,-,-,7 ,-,
2,66,1,,0407100300,賠償收入,-,-,7 ,-,
2,66,1,1,0407100301,一般賠償收入,-,-,7 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,67,,,0408010000,內政部,-,-,"12,291 ",-,
2,67,1,,0408010100,罰金罰鍰及怠金,-,-,"3,038 ",-,
2,67,1,1,0408010101,罰金罰鍰,-,-,"3,038 ",-,"前年度決算數係違反臺灣地區與
大陸地區人民關係條例之罰款收
入。
"
2,67,2,,0408010300,賠償收入,-,-,"9,254 ",-,
2,67,2,1,0408010301,一般賠償收入,-,-,"9,254 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,68,,,0408110000,營建署及所屬,"5,084 ","5,854 ","29,679 ",-770 ,
2,68,1,,0408110100,罰金罰鍰及怠金,"1,734 ","2,534 ","8,260 ",-800 ,
2,68,1,1,0408110101,罰金罰鍰,"1,734 ","2,534 ","8,260 ",-800 ,"本年度預算數係國家公園轄區內
濫墾整地、盜採保育類植物等案
件，依國家公園法收取之罰金收
入。
"
2,68,2,,0408110300,賠償收入,"3,350 ","3,320 ","21,419 ",30 ,
2,68,2,1,0408110301,一般賠償收入,"3,350 ","3,320 ","21,419 ",30 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,69,,,0408210000,警政署及所屬,"14,488 ","14,779 ","61,183 ",-291 ,
2,69,1,,0408210100,罰金罰鍰及怠金,163 ,234 ,880 ,-71 ,
2,69,1,1,0408210101,罰金罰鍰,163 ,234 ,880 ,-71 ,"本年度預算數係鐵路警察局與基
隆、台中、高雄、花蓮等4個港
務警察局依據鐵路法、社會秩序
維護法取締車上小販、攜帶違禁
品、違反善良風俗及妨害安寧秩
序等裁處案件之罰鍰收入。
"
2,69,2,,0408210200,沒入及沒收財物,-,-,4 ,-,
2,69,2,1,0408210202,沒收物變價,-,-,4 ,-,"前年度決算數係高雄港務警察局
拍賣逾期未領回汽車款收入。
"
2,69,3,,0408210300,賠償收入,"14,325 ","14,545 ","60,300 ",-220 ,
2,69,3,1,0408210301,一般賠償收入,"14,325 ","14,545 ","60,300 ",-220 ,"本年度預算數係廠商違約逾期交
貨及臺灣警察專科學校學生退學
或畢業學生服務未滿4年之賠償
等收入。
"
2,70,,,0408410000,中央警察大學,500 ,500 ,"2,323 ",-,
2,70,1,,0408410300,賠償收入,500 ,500 ,"2,323 ",-,
2,70,1,1,0408410301,一般賠償收入,500 ,500 ,"2,323 ",-,"本年度預算數係學生退學或畢業
學生服務未滿6年之賠償收入。
"
2,71,,,0408510000,消防署及所屬,-,-,"23,282 ",-,
2,71,1,,0408510300,賠償收入,-,-,"23,282 ",-,
2,71,1,1,0408510301,一般賠償收入,-,-,"23,282 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,72,,,0408550000,役政署,-,-,"2,194 ",-,
2,72,1,,0408550300,賠償收入,-,-,"2,194 ",-,
2,72,1,1,0408550301,一般賠償收入,-,-,"2,194 ",-,"前年度決算數係廠商違約逾期交
貨賠償及替代役役男累計記過3
次罰薪等收入。
"
2,73,,,0408580000,入出國及移民署,"9,477 ","1,902 ","8,181 ","7,575 ",
2,73,1,,0408580100,罰金罰鍰及怠金,"9,175 ","1,600 ","8,120 ","7,575 ",
2,73,1,1,0408580101,罰金罰鍰,"9,175 ","1,600 ","8,120 ","7,575 ","本年度預算數係未經許可擅自赴
大陸地區及違反入出國及移民法
等裁處案件之罰鍰收入。
"
2,73,2,,0408580300,賠償收入,302 ,302 ,61 ,-,
2,73,2,1,0408580301,一般賠償收入,302 ,302 ,61 ,-,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,74,,,0408610000,建築研究所,-,-,758 ,-,
2,74,1,,0408610300,賠償收入,-,-,758 ,-,
2,74,1,1,0408610301,一般賠償收入,-,-,758 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,75,,,0408650000,空中勤務總隊,10 ,10 ,"2,096 ",-,
2,75,1,,0408650300,賠償收入,10 ,10 ,"2,096 ",-,
2,75,1,1,0408650301,一般賠償收入,10 ,10 ,"2,096 ",-,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,76,,,0411010000,外交部,"1,800 ","2,000 ","1,612 ",-200 ,
2,76,1,,0411010300,賠償收入,"1,800 ","2,000 ","1,612 ",-200 ,
2,76,1,1,0411010301,一般賠償收入,"1,800 ","2,000 ","1,612 ",-200 ,"本年度預算數係採購合約逾期罰
款及駐外單位公務車失竊保險理
賠等收入。
"
2,77,,,0411100000,領事事務局,-,-,54 ,-,
2,77,1,,0411100300,賠償收入,-,-,54 ,-,
2,77,1,1,0411100301,一般賠償收入,-,-,54 ,-,"前年度決算數係購置女性冬季制
服及辦公室自動化電子表單簽核
系統承包廠商違約賠償收入。
"
2,78,,,0414010000,國防部,49 ,49 ,15 ,-,
2,78,1,,0414010300,賠償收入,49 ,49 ,15 ,-,
2,78,1,1,0414010301,一般賠償收入,49 ,49 ,15 ,-,"本年度預算數係違反採購合約規
定賠償收入。
"
2,79,,,0414020000,國防部所屬,"343,284 ","343,284 ","383,302 ",-,
2,79,1,,0414020100,罰金罰鍰及怠金,"18,200 ","18,200 ","13,859 ",-,
2,79,1,1,0414020101,罰金罰鍰,"18,200 ","18,200 ","13,859 ",-,"本年度預算數係軍法裁判罰款收
入。
"
2,79,2,,0414020200,沒入及沒收財物,"19,320 ","19,569 ","28,831 ",-249 ,
2,79,2,1,0414020201,沒入金,"19,320 ","19,569 ","28,829 ",-249 ,"本年度預算數之內容與上年度之
比較如下：
1.軍法案件沒入及沒收金530千
元，較上年度增列40千元。
2.違反採購合約規定沒入押標金
及保證金18,790千元，較上年
度減列289千元。
"
2,79,2,2,0414020202,沒收物變價,-,-,2 ,-,"前年度決算數係沒收保證品變價
收入。
"
2,79,3,,0414020300,賠償收入,"305,764 ","305,515 ","340,613 ",249 ,
2,79,3,1,0414020301,一般賠償收入,"305,764 ","305,515 ","340,613 ",249 ,"本年度預算數之內容與上年度之
比較如下：
1.一般物品、裝備器材損壞及遺
失賠償收入45,436千元，與上
年度同。
2.官兵服裝損壞及遺失賠償收入
446千元，與上年度同。
3.軍校學生退學依約賠償收入68
,123千元，較上年度增列152
千元。
4.違反採購合約規定賠償收入19
1,669千元，較上年度增列97
千元。
5.一般聘僱人員賠、罰款收入90
千元，與上年度同。
"
2,80,,,0417010000,財政部,-,-,45 ,-,
2,80,1,,0417010300,賠償收入,-,-,45 ,-,
2,80,1,1,0417010301,一般賠償收入,-,-,45 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,81,,,0417100000,國庫署,720 ,"1,110 ","13,551 ",-390 ,
2,81,1,,0417100100,罰金罰鍰及怠金,720 ,"1,110 ","13,241 ",-390 ,
2,81,1,1,0417100101,罰金罰鍰,720 ,"1,110 ","13,241 ",-390 ,"本年度預算數係違反菸酒管理法
規定之罰鍰收入。
"
2,81,2,,0417100300,賠償收入,-,-,310 ,-,
2,81,2,1,0417100301,一般賠償收入,-,-,310 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,82,,,0417200000,賦稅署,-,-,610 ,-,
2,82,1,,0417200300,賠償收入,-,-,610 ,-,
2,82,1,1,0417200301,一般賠償收入,-,-,610 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,83,,,0417350000,關稅總局及所屬,"722,900 ","689,417 ","720,104 ","33,483 ",
2,83,1,,0417350100,罰金罰鍰及怠金,"655,500 ","587,200 ","652,704 ","68,300 ",
2,83,1,1,0417350101,罰金罰鍰,"655,500 ","587,200 ","652,704 ","68,300 ","本年度預算數係貨主違反關稅法
及海關緝私條例等規定之罰鍰收
入。
"
2,83,2,,0417350200,沒入及沒收財物,"67,400 ","102,217 ","67,400 ","-34,817 ",
2,83,2,1,0417350202,沒收物變價,"67,400 ","102,217 ","67,400 ","-34,817 ","本年度預算數係緝獲私貨之變價
收入。
"
2,84,,,0417400000,國有財產局及所屬,-,-,55 ,-,
2,84,1,,0417400300,賠償收入,-,-,55 ,-,
2,84,1,1,0417400301,一般賠償收入,-,-,55 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,85,,,0417450000,臺北市國稅局,"2,498,575 ","2,551,255 ","2,264,804 ","-52,680 ",
2,85,1,,0417450100,罰金罰鍰及怠金,"2,498,575 ","2,551,255 ","2,264,637 ","-52,680 ",
2,85,1,1,0417450101,罰金罰鍰,"2,498,575 ","2,551,255 ","2,264,637 ","-52,680 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,85,2,,0417450300,賠償收入,-,-,168 ,-,
2,85,2,1,0417450301,一般賠償收入,-,-,168 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,86,,,0417460000,臺灣省北區國稅局及所屬,"2,734,139 ","2,382,103 ","2,326,907 ","352,036 ",
2,86,1,,0417460100,罰金罰鍰及怠金,"2,734,139 ","2,382,103 ","2,325,972 ","352,036 ",
2,86,1,1,0417460101,罰金罰鍰,"2,734,139 ","2,382,103 ","2,325,972 ","352,036 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,86,2,,0417460200,沒入及沒收財物,-,-,266 ,-,
2,86,2,1,0417460201,沒入金,-,-,266 ,-,"前年度決算數係沒收投標廠商履
約保證金。
"
2,86,3,,0417460300,賠償收入,-,-,670 ,-,
2,86,3,1,0417460301,一般賠償收入,-,-,670 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,87,,,0417470000,臺灣省中區國稅局及所屬,"1,825,871 ","1,586,805 ","1,637,701 ","239,066 ",
2,87,1,,0417470100,罰金罰鍰及怠金,"1,825,871 ","1,586,805 ","1,637,216 ","239,066 ",
2,87,1,1,0417470101,罰金罰鍰,"1,825,871 ","1,586,805 ","1,637,216 ","239,066 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,87,2,,0417470300,賠償收入,-,-,485 ,-,
2,87,2,1,0417470301,一般賠償收入,-,-,485 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,88,,,0417480000,臺灣省南區國稅局及所屬,"896,283 ","1,044,029 ","896,642 ","-147,746 ",
2,88,1,,0417480100,罰金罰鍰及怠金,"896,283 ","1,044,029 ","896,503 ","-147,746 ",
2,88,1,1,0417480101,罰金罰鍰,"896,283 ","1,044,029 ","896,503 ","-147,746 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,88,2,,0417480300,賠償收入,-,-,139 ,-,
2,88,2,1,0417480301,一般賠償收入,-,-,139 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,89,,,0417500000,高雄市國稅局,"483,077 ","598,993 ","483,207 ","-115,916 ",
2,89,1,,0417500100,罰金罰鍰及怠金,"483,077 ","598,993 ","482,964 ","-115,916 ",
2,89,1,1,0417500101,罰金罰鍰,"483,077 ","598,993 ","482,964 ","-115,916 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,89,2,,0417500300,賠償收入,-,-,243 ,-,
2,89,2,1,0417500301,一般賠償收入,-,-,243 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,90,,,0417550000,臺北區支付處,-,-,6 ,-,
2,90,1,,0417550300,賠償收入,-,-,6 ,-,
2,90,1,1,0417550301,一般賠償收入,-,-,6 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,91,,,0417600000,財稅資料中心,150 ,150 ,"8,826 ",-,
2,91,1,,0417600300,賠償收入,150 ,150 ,"8,826 ",-,
2,91,1,1,0417600301,一般賠償收入,150 ,150 ,"8,826 ",-,"本年度預算數係綜合所得稅課稅
資料委請廠商登錄錯誤案件之賠
償收入等。
"
2,92,,,0417700000,財稅人員訓練所,10 ,5 ,27 ,5 ,
2,92,1,,0417700300,賠償收入,10 ,5 ,27 ,5 ,
2,92,1,1,0417700301,一般賠償收入,10 ,5 ,27 ,5 ,"本年度預算數係學員退訓賠償書
籍費及訓練費等收入。
"
2,93,,,0420010000,教育部,"10,507 ","5,506 ","17,632 ","5,001 ",
2,93,1,,0420010100,罰金罰鍰及怠金,-,-,"1,576 ",-,
2,93,1,1,0420010101,罰金罰鍰,-,-,"1,576 ",-,"前年度決算數係各國立高級中等
學校採購財物廠商依契約繳交逾
期罰款及營繕工程廠商違約逾期
完工之罰款等。
"
2,93,2,,0420010200,沒入及沒收財物,-,-,55 ,-,
2,93,2,1,0420010201,沒入金,-,-,55 ,-,"前年度決算數係各國立高級中等
學校得標廠商未簽約沒收押標金
及違約沒收履約保證金等收入。
"
2,93,3,,0420010300,賠償收入,"10,507 ","5,506 ","16,001 ","5,001 ",
2,93,3,1,0420010301,一般賠償收入,"10,507 ","5,506 ","16,001 ","5,001 ","本年度預算數之內容與上年度之
比較如下：
1.教育部印製書刊廠商違約逾期
交貨之賠償收入5,500千元，
與上年度同。
2.教育部所屬各國立高級中等學
校圖書逾期歸還之罰款收入7
千元，較上年度增列1千元。
3.新增教育部公費留學生未依規
定服務期滿之賠償收入5,000
千元。
"
2,94,,,0421710000,國立中國醫藥研究所,5 ,15 ,113 ,-10 ,
2,94,1,,0421710300,賠償收入,5 ,15 ,113 ,-10 ,
2,94,1,1,0421710301,一般賠償收入,5 ,15 ,113 ,-10 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,95,,,0421720000,國立編譯館,-,-,215 ,-,
2,95,1,,0421720300,賠償收入,-,-,215 ,-,
2,95,1,1,0421720301,一般賠償收入,-,-,215 ,-,"前年度決算數係印製書刊廠商違
約逾期交貨之賠償收入。
"
2,96,,,0421730000,國家圖書館,-,-,393 ,-,
2,96,1,,0421730300,賠償收入,-,-,393 ,-,
2,96,1,1,0421730301,一般賠償收入,-,-,393 ,-,"前年度決算數係讀者毀損書刊之
罰款及採購財物廠商違約逾期交
貨之賠償收入。
"
2,97,,,0421740000,國立歷史博物館,-,-,19 ,-,
2,97,1,,0421740300,賠償收入,-,-,19 ,-,
2,97,1,1,0421740301,一般賠償收入,-,-,19 ,-,"前年度決算數係員工在職進修服
務未達規定年限及廠商逾期交貨
之賠償收入。
"
2,98,,,0421750000,國立臺灣科學教育館,-,-,19 ,-,
2,98,1,,0421750300,賠償收入,-,-,19 ,-,
2,98,1,1,0421750301,一般賠償收入,-,-,19 ,-,"前年度決算數係廠商違約逾期施
作及印製書刊等廠商違約逾期交
貨之賠償收入。
"
2,99,,,0421760000,國立教育資料館,-,-,174 ,-,
2,99,1,,0421760300,賠償收入,-,-,174 ,-,
2,99,1,1,0421760301,一般賠償收入,-,-,174 ,-,"前年度決算數係印製教育書刊廠
商違約逾期交貨之賠償收入。
"
2,100,,,0421770000,國立臺灣藝術教育館,-,-,106 ,-,
2,100,1,,0421770300,賠償收入,-,-,106 ,-,
2,100,1,1,0421770301,一般賠償收入,-,-,106 ,-,"前年度決算數係廠商違約逾期施
作及印製書刊等廠商違約逾期交
貨之賠償收入。
"
2,101,,,0421780000,國立國父紀念館,-,-,24 ,-,
2,101,1,,0421780300,賠償收入,-,-,24 ,-,
2,101,1,1,0421780301,一般賠償收入,-,-,24 ,-,"前年度決算數係採購勞務及財物
廠商違約逾期交貨等賠償收入。
"
2,102,,,0421800000,國立自然科學博物館,-,-,191 ,-,
2,102,1,,0421800300,賠償收入,-,-,191 ,-,
2,102,1,1,0421800301,一般賠償收入,-,-,191 ,-,"前年度決算數係採購勞務及財物
廠商違約逾期交貨等賠償收入。
"
2,103,,,0421810000,國立科學工藝博物館,-,-,38 ,-,
2,103,1,,0421810300,賠償收入,-,-,38 ,-,
2,103,1,1,0421810301,一般賠償收入,-,-,38 ,-,"前年度決算數係採購勞務及財物
廠商違約逾期交貨等賠償收入。
"
2,104,,,0421840000,國立臺灣史前文化博物館,-,-,385 ,-,
2,104,1,,0421840300,賠償收入,-,-,385 ,-,
2,104,1,1,0421840301,一般賠償收入,-,-,385 ,-,"前年度決算數係採購財物廠商違
約逾期交貨之賠償收入。
"
2,105,,,0421850000,國立中央圖書館臺灣分館,-,-,261 ,-,
2,105,1,,0421850300,賠償收入,-,-,261 ,-,
2,105,1,1,0421850301,一般賠償收入,-,-,261 ,-,"前年度決算數係購置除酸設備耗
材、中西圖書逾期交貨罰款及委
外人力、清潔、機電服務不周扣
款等收入。
"
2,106,,,0421870000,國立教育廣播電臺,-,-,175 ,-,
2,106,1,,0421870300,賠償收入,-,-,175 ,-,
2,106,1,1,0421870301,一般賠償收入,-,-,175 ,-,"前年度決算數係廠商違約沒收之
履約保證金及逾期交貨之賠償收
入。
"
2,107,,,0423010000,法務部,"34,465 ","20,042 ","47,037 ","14,423 ",
2,107,1,,0423010100,罰金罰鍰及怠金,"15,000 ","7,500 ","21,805 ","7,500 ",
2,107,1,1,0423010101,罰金罰鍰,"15,000 ","7,500 ","21,805 ","7,500 ","本年度預算數係公職人員逾期申
報財產或申報不實及違反公職人
員利益衝突迴避法之罰鍰等收入
。
"
2,107,2,,0423010200,沒入及沒收財物,173 ,171 ,153 ,2 ,
2,107,2,1,0423010201,沒入金,163 ,161 ,153 ,2 ,"本年度預算數之內容與上年度之
比較如下:
1.犯罪行為人犯罪所得依法沒入
之收入10千元，與上年度同，
全數撥充作為犯罪被害者補償
金之用。
2.各監獄依監獄行刑法之規定沒
入金收入153千元，較上年度
增列2千元。
"
2,107,2,2,0423010202,沒收物變價,10 ,10 ,-,-,"本年度預算數係犯罪行為人犯罪
所得之財產依法沒收變賣之收入
，全數撥充作為犯罪被害者補償
金之用。
"
