款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,前次決算數,本年度與上年度比較,說明
7,133,,,1123500000,臺灣臺中地方法院檢察署,"16,713 ","15,190 ","30,431 ","1,523 ",
7,133,1,,1123500900,雜項收入,"16,713 ","15,190 ","30,431 ","1,523 ",
7,133,1,1,1123500901,收回以前年度歲出,-,-,11 ,-,"前年度決算數係收回員工交通費
等繳庫數。
"
7,133,1,2,1123500909,其他雜項收入,"16,713 ","15,190 ","30,420 ","1,523 ","本年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫等收
入。
"
7,134,,,1123510000,臺灣南投地方法院檢察署,303 ,680 ,234 ,-377 ,
7,134,1,,1123510900,雜項收入,303 ,680 ,234 ,-377 ,
7,134,1,1,1123510901,收回以前年度歲出,-,-,5 ,-,"前年度決算數係收回裁判費等繳
庫數。
"
7,134,1,2,1123510909,其他雜項收入,303 ,680 ,229 ,-377 ,"本年度預算數係使用郵資機酬金
、逾10年未領取之刑事保證金及
贓證物款繳庫收入。
"
7,135,,,1123520000,臺灣彰化地方法院檢察署,"7,041 ","2,646 ",785 ,"4,395 ",
7,135,1,,1123520900,雜項收入,"7,041 ","2,646 ",785 ,"4,395 ",
7,135,1,1,1123520901,收回以前年度歲出,-,-,6 ,-,"前年度決算數係收回報廢公務車
輛之保險費等繳庫數。
"
7,135,1,2,1123520909,其他雜項收入,"7,041 ","2,646 ",779 ,"4,395 ","本年度預算數係委託二林農會管
理之土地地上物售價、逾10年未
領取之刑事保證金及贓證物款繳
庫等收入。
"
7,136,,,1123530000,臺灣雲林地方法院檢察署,990 ,328 ,"1,065 ",662 ,
7,136,1,,1123530900,雜項收入,990 ,328 ,"1,065 ",662 ,
7,136,1,1,1123530901,收回以前年度歲出,-,-,14 ,-,"前年度決算數係收回公報費用等
繳庫數。
"
7,136,1,2,1123530909,其他雜項收入,990 ,328 ,"1,051 ",662 ,"本年度預算數係逾10年未領取之
刑事保證金繳庫等收入。
"
7,137,,,1123540000,臺灣嘉義地方法院檢察署,"1,793 ","1,500 ","4,386 ",293 ,
7,137,1,,1123540900,雜項收入,"1,793 ","1,500 ","4,386 ",293 ,
7,137,1,1,1123540901,收回以前年度歲出,-,-,6 ,-,"前年度決算數係收回員工薪資等
繳庫數。
"
7,137,1,2,1123540909,其他雜項收入,"1,793 ","1,500 ","4,380 ",293 ,"本年度預算數係逾10年未領取之
刑事保證金繳庫等收入。
"
7,138,,,1123560000,臺灣臺南地方法院檢察署,"2,532 ","1,710 ","1,302 ",822 ,
7,138,1,,1123560900,雜項收入,"2,532 ","1,710 ","1,302 ",822 ,
7,138,1,1,1123560901,收回以前年度歲出,-,-,133 ,-,"前年度決算數係收回裁判費等繳
庫數。
"
7,138,1,2,1123560909,其他雜項收入,"2,532 ","1,710 ","1,169 ",822 ,"本年度預算數係逾10年未領取之
刑事保證金繳庫等收入。
"
7,139,,,1123580000,臺灣高雄地方法院檢察署,"19,034 ","16,328 ","22,288 ","2,706 ",
7,139,1,,1123580900,雜項收入,"19,034 ","16,328 ","22,288 ","2,706 ",
7,139,1,1,1123580901,收回以前年度歲出,-,-,555 ,-,"前年度決算數係收回員工喪葬補
助費等繳庫數。
"
7,139,1,2,1123580909,其他雜項收入,"19,034 ","16,328 ","21,733 ","2,706 ","本年度預算數係逾10年未領取之
刑事保證金繳庫等收入。
"
7,140,,,1123590000,臺灣屏東地方法院檢察署,"9,704 ","9,500 ","11,535 ",204 ,
7,140,1,,1123590900,雜項收入,"9,704 ","9,500 ","11,535 ",204 ,
7,140,1,1,1123590909,其他雜項收入,"9,704 ","9,500 ","11,535 ",204 ,"本年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫等收
入。
"
7,141,,,1123600000,臺灣臺東地方法院檢察署,300 ,290 ,"1,032 ",10 ,
7,141,1,,1123600900,雜項收入,300 ,290 ,"1,032 ",10 ,
7,141,1,1,1123600901,收回以前年度歲出,-,-,802 ,-,"前年度決算數係本署遷建辦公廳
舍工程結餘款等繳庫數。
"
7,141,1,2,1123600909,其他雜項收入,300 ,290 ,230 ,10 ,"本年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫等收
入。
"
7,142,,,1123610000,臺灣花蓮地方法院檢察署,693 ,"3,033 ","1,408 ","-2,340 ",
7,142,1,,1123610900,雜項收入,693 ,"3,033 ","1,408 ","-2,340 ",
7,142,1,1,1123610901,收回以前年度歲出,-,-,119 ,-,"前年度決算數係購置勘驗車免徵
貨物稅退稅款等繳庫數。
"
7,142,1,2,1123610909,其他雜項收入,693 ,"3,033 ","1,289 ","-2,340 ","本年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫等收
入。
"
7,143,,,1123620000,臺灣宜蘭地方法院檢察署,274 ,300 ,58 ,-26 ,
7,143,1,,1123620900,雜項收入,274 ,300 ,58 ,-26 ,
7,143,1,1,1123620901,收回以前年度歲出,-,-,20 ,-,"前年度決算數係收回小客車強制
保險費及執行費等繳庫數。
"
7,143,1,2,1123620909,其他雜項收入,274 ,300 ,38 ,-26 ,"本年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫等收
入。
"
7,144,,,1123630000,臺灣基隆地方法院檢察署,246 ,225 ,437 ,21 ,
7,144,1,,1123630900,雜項收入,246 ,225 ,437 ,21 ,
7,144,1,1,1123630901,收回以前年度歲出,-,-,3 ,-,"前年度決算數係收回報廢機車溢
繳保險費及燃料費等繳庫數。
"
7,144,1,2,1123630909,其他雜項收入,246 ,225 ,434 ,21 ,"本年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫等收
入。
"
7,145,,,1123640000,臺灣澎湖地方法院檢察署,-,-,16 ,-,
7,145,1,,1123640900,雜項收入,-,-,16 ,-,
7,145,1,1,1123640901,收回以前年度歲出,-,-,1 ,-,"前年度決算數係收回報廢汽、機
車保險費繳庫數。
"
7,145,1,2,1123640909,其他雜項收入,-,-,15 ,-,"前年度決算數係逾10年未領取之
刑事保證金繳庫等收入。
"
7,146,,,1123910000,福建金門地方法院檢察署,-,200 ,"1,615 ",-200 ,
7,146,1,,1123910900,雜項收入,-,200 ,"1,615 ",-200 ,
7,146,1,1,1123910901,收回以前年度歲出,-,-,23 ,-,"前年度決算數係收回水費退款繳
庫數。
"
7,146,1,2,1123910909,其他雜項收入,-,200 ,"1,592 ",-200 ,"上年度預算數係逾10年未領取之
刑事保證金及贓證物款繳庫等收
入。
"
7,147,,,1123950000,調查局,-,-,"1,209 ",-,
7,147,1,,1123950900,雜項收入,-,-,"1,209 ",-,
7,147,1,1,1123950901,收回以前年度歲出,-,-,"1,209 ",-,"前年度決算數係收回勞保給付補
償金等繳庫數。
"
7,148,,,1126010000,經濟部,"320,247 ","236,800 ","276,513 ","83,447 ",
7,148,1,,1126010900,雜項收入,"320,247 ","236,800 ","276,513 ","83,447 ",
7,148,1,1,1126010901,收回以前年度歲出,"282,498 ","197,861 ","249,061 ","84,637 ","本年度預算數係收回以前年度科
技專案計畫經費結餘款等。
"
7,148,1,2,1126010909,其他雜項收入,"37,749 ","38,939 ","27,452 ","-1,190 ","本年度預算數之內容與上年度之
比較如下：
1.科技專案計畫業界配合款結餘
、匯差及其他雜項收入37,749
千元，較上年度減列190千元
。
2.上年度收回航盛企業公司積欠
前經濟部第二辦公室貨款1,00
0千元，本年度不再編列，如
數減列。
"
7,149,,,1126100000,工業局,"35,725 ","32,725 ","31,152 ","3,000 ",
7,149,1,,1126100900,雜項收入,"35,725 ","32,725 ","31,152 ","3,000 ",
7,149,1,1,1126100901,收回以前年度歲出,"30,740 ","27,740 ","29,018 ","3,000 ","本年度預算數係收回以前年度科
技專案計畫經費結餘款等收入。
"
7,149,1,2,1126100909,其他雜項收入,"4,985 ","4,985 ","2,134 ",-,"本年度預算數係兼職人員超額兼
職費繳庫數及專案計畫之廠商自
籌款等收入。
"
7,150,,,1126200000,國際貿易局,384 ,384 ,"3,470 ",-,
7,150,1,,1126200900,雜項收入,384 ,384 ,"3,470 ",-,
7,150,1,1,1126200901,收回以前年度歲出,-,-,8 ,-,"前年度決算數係收回以前年度員
工溢領薪津等。
"
7,150,1,2,1126200909,其他雜項收入,384 ,384 ,"3,462 ",-,"本年度預算數係郵資機酬金等收
入。
"
7,151,,,1126310000,標準檢驗局及所屬,155 ,181 ,291 ,-26 ,
7,151,1,,1126310900,雜項收入,155 ,181 ,291 ,-26 ,
7,151,1,1,1126310901,收回以前年度歲出,-,-,124 ,-,"前年度決算數係收回以前年度員
工不休假加班費、電話費及退休
人員溢領年終慰問金等。
"
7,151,1,2,1126310909,其他雜項收入,155 ,181 ,167 ,-26 ,"本年度預算數係兼職人員超額兼
職費繳庫數等收入。
"
7,152,,,1126410000,智慧財產局,"3,379 ","1,950 ","3,710 ","1,429 ",
7,152,1,,1126410900,雜項收入,"3,379 ","1,950 ","3,710 ","1,429 ",
7,152,1,1,1126410901,收回以前年度歲出,-,-,332 ,-,"前年度決算數係查獲違反著作權
法案獎金無法發放檢舉人繳庫數
及收回至歐洲專利局研習日支生
活費等。
"
7,152,1,2,1126410909,其他雜項收入,"3,379 ","1,950 ","3,379 ","1,429 ","本年度預算數係郵資機酬金及其
他等收入。
"
7,153,,,1126550000,水利署及所屬,"95,856 ","95,490 ","104,752 ",366 ,
7,153,1,,1126550900,雜項收入,"95,856 ","95,490 ","104,752 ",366 ,
7,153,1,1,1126550901,收回以前年度歲出,"85,000 ","90,000 ","88,950 ","-5,000 ","本年度預算數係收回以前年度補
助地方政府經費之賸餘款。
"
7,153,1,2,1126550909,其他雜項收入,"10,856 ","5,490 ","15,801 ","5,366 ","本年度預算數係工程保險理賠及
郵資機酬金等收入。
"
7,154,,,1126750000,中小企業處,230 ,111 ,448 ,119 ,
7,154,1,,1126750900,雜項收入,230 ,111 ,448 ,119 ,
7,154,1,1,1126750901,收回以前年度歲出,50 ,50 ,2 ,-,"本年度預算數係收回以前年度委
辦計畫經費結餘款。
"
7,154,1,2,1126750909,其他雜項收入,180 ,61 ,446 ,119 ,"本年度預算數係委辦計畫廠商配
合款結餘等收入。
"
7,155,,,1126800000,加工出口區管理處及所屬,34 ,34 ,32 ,-,
7,155,1,,1126800900,雜項收入,34 ,34 ,32 ,-,
7,155,1,1,1126800901,收回以前年度歲出,-,-,22 ,-,"前年度決算數係收回以前年度溢
付牌照稅、報廢車輛保險費及員
工交通補助費等收入。
"
7,155,1,2,1126800909,其他雜項收入,34 ,34 ,10 ,-,"本年度預算數係員工上下班搭乘
公務交通車繳納車資等收入。
"
7,156,,,1126900000,中央地質調查所,264 ,122 ,264 ,142 ,
7,156,1,,1126900900,雜項收入,264 ,122 ,264 ,142 ,
7,156,1,1,1126900901,收回以前年度歲出,244 ,107 ,244 ,137 ,"本年度預算數係收回以前年度委
辦計畫結餘款等。
"
7,156,1,2,1126900909,其他雜項收入,20 ,15 ,20 ,5 ,"本年度預算數係員工補辦識別證
等收入。
"
7,157,,,1126960000,能源局,90 ,50 ,94 ,40 ,
7,157,1,,1126960900,雜項收入,90 ,50 ,94 ,40 ,
7,157,1,1,1126960901,收回以前年度歲出,-,-,40 ,-,"前年度決算數係收回以前年度員
工加班費。
"
7,157,1,2,1126960909,其他雜項收入,90 ,50 ,54 ,40 ,"本年度預算數係兼職人員超額兼
職費繳庫數。
"
7,158,,,1129010000,交通部,"3,945 ","6,728 ","588,609 ","-2,783 ",
7,158,1,,1129010900,雜項收入,"3,945 ","6,728 ","588,609 ","-2,783 ",
7,158,1,1,1129010901,收回以前年度歲出,-,-,"81,222 ",-,"前年度決算數係收回以前年度工
程結餘款等收入。
"
7,158,1,2,1129010909,其他雜項收入,"3,945 ","6,728 ","507,387 ","-2,783 ","本年度預算數係兼職人員超額兼
職費、年度酬勞等繳庫數。
"
7,159,,,1129110000,民用航空局,-,-,306 ,-,
7,159,1,,1129110900,雜項收入,-,-,306 ,-,
7,159,1,1,1129110909,其他雜項收入,-,-,306 ,-,"前年度決算數係收回派兼桃園航
勤公司之兼職人員超額兼職費繳
庫數。
"
7,160,,,1129210000,中央氣象局,-,-,386 ,-,
7,160,1,,1129210900,雜項收入,-,-,386 ,-,
7,160,1,1,1129210901,收回以前年度歲出,-,-,226 ,-,"前年度決算數係收回以前年度溢
付汽車燃料使用費及電話押金。
"
7,160,1,2,1129210909,其他雜項收入,-,-,159 ,-,"前年度決算數係中央氣象局農業
實驗站出售水稻收入等。
"
7,161,,,1129310000,觀光局及所屬,-,-,"27,417 ",-,
7,161,1,,1129310900,雜項收入,-,-,"27,417 ",-,
7,161,1,1,1129310901,收回以前年度歲出,-,-,"25,983 ",-,"前年度決算數係收回以前年度補
助地方政府興建遊憩設施經費之
結餘款等。
"
7,161,1,2,1129310909,其他雜項收入,-,-,"1,434 ",-,"前年度決算數係販售出版品等收
入。
"
7,162,,,1129510000,運輸研究所,-,-,56 ,-,
7,162,1,,1129510900,雜項收入,-,-,56 ,-,
7,162,1,1,1129510901,收回以前年度歲出,-,-,52 ,-,"前年度決算數係收回以前年度訂
購西文期刊廠商停刊退還款。
"
7,162,1,2,1129510909,其他雜項收入,-,-,5 ,-,"前年度決算數係提供民眾影印出
版品之收入。
"
7,163,,,1129710000,公路總局,"224,907 ","48,841 ","1,854,419 ","176,066 ",
7,163,1,,1129710900,雜項收入,"224,907 ","48,841 ","1,854,419 ","176,066 ",
7,163,1,1,1129710901,收回以前年度歲出,"185,688 ","19,231 ","1,686,349 ","166,457 ","本年度預算數係收回以前年度支
付工程結餘款等收入。
"
7,163,1,2,1129710909,其他雜項收入,"39,219 ","29,610 ","168,070 ","9,609 ","本年度預算數之內容與上年度之
比較如下：
1.報廢車輛回收獎勵金及廠商未
領支票等繳庫數8,460千元，
較上年度增列3,850千元。
2.代辦挖掘路面修護發包節餘款
等30,759千元，較上年度增列
5,759千元。
"
7,164,,,1136010000,蒙藏委員會,-,-,10 ,-,
7,164,1,,1136010900,雜項收入,-,-,10 ,-,
7,164,1,1,1136010909,其他雜項收入,-,-,10 ,-,"前年度決算數係收回蒙藏學生獎
學金等繳庫數。
"
7,165,,,1139010000,僑務委員會,-,-,"13,620 ",-,
7,165,1,,1139010900,雜項收入,-,-,"13,620 ",-,
7,165,1,1,1139010901,收回以前年度歲出,-,-,"12,869 ",-,"前年度決算數係收回雪梨與多倫
多華僑文教服務中心貨服稅及解
散「振興泰國華文教育輔助基金
會」繳回基金款項等收入。
"
7,165,1,2,1139010909,其他雜項收入,-,-,752 ,-,"前年度決算數係華文網路教育研
習會報名費及年度匯兌盈餘等收
入。
"
7,166,,,1142010000,國軍退除役官兵輔導委員會,"1,030,000 ","304,480 ","977,760 ","725,520 ",
7,166,1,,1142010900,雜項收入,"1,030,000 ","304,480 ","977,760 ","725,520 ",
7,166,1,1,1142010901,收回以前年度歲出,"30,000 ","60,000 ","36,763 ","-30,000 ","本年度預算數係繳回不符請領資
格之退除役官兵退休給付及榮民
生活費溢領數。
"
7,166,1,2,1142010909,其他雜項收入,"1,000,000 ","244,480 ","940,998 ","755,520 ","本年度預算數係不需支用代管款
項及無人繼承或繼承賸餘之榮民
遺款等應納庫款。
"
7,167,,,1145010000,國家科學委員會,-,-,"19,659 ",-,
7,167,1,,1145010900,雜項收入,-,-,"19,659 ",-,
7,167,1,1,1145010901,收回以前年度歲出,-,-,"3,509 ",-,"前年度決算數係收回以前年度委
辦計畫之賸餘款。
"
7,167,1,2,1145010909,其他雜項收入,-,-,"16,150 ",-,"前年度決算數係財團法人國家實
驗研究院太空中心銷售加值型及
衍生型影像產品收入。
"
7,168,,,1145100000,科學工業園區管理局及所屬,"29,662 ","28,785 ","29,446 ",877 ,
7,168,1,,1145100100,學雜費收入,"29,600 ","28,663 ","29,110 ",937 ,"本年度預算數係科學工業園區實
驗高級中學學雜費收入。
"
7,168,2,,1145100900,雜項收入,62 ,122 ,336 ,-60 ,
7,168,2,1,1145100901,收回以前年度歲出,-,-,147 ,-,"前年度決算數係收回以前年度員
工交通費及講師費等。
"
7,168,2,2,1145100909,其他雜項收入,62 ,122 ,189 ,-60 ,"本年度預算數之內容與上年度之
比較如下：
1.使用郵資機酬金收入2千元，
與上年度同。
2.廠商使用通關自動化資訊系統
收入60千元，較上年度減列60
千元。
"
7,169,,,1145200000,南部科學工業園區管理局,6 ,6 ,4 ,-,
7,169,1,,1145200900,雜項收入,6 ,6 ,4 ,-,
7,169,1,1,1145200909,其他雜項收入,6 ,6 ,3 ,-,"本年度預算數係使用郵資機酬金
收入。
"
7,170,,,1148010000,原子能委員會,-,-,313 ,-,
7,170,1,,1148010900,雜項收入,-,-,313 ,-,
7,170,1,1,1148010901,收回以前年度歲出,-,-,310 ,-,"前年度決算數係收回西文期刊缺
刊退還款。
"
7,170,1,2,1148010909,其他雜項收入,-,-,3 ,-,"前年度決算數係郵資機使用酬金
收入。
"
7,171,,,1148100000,輻射偵測中心,-,-,285 ,-,
7,171,1,,1148100900,雜項收入,-,-,285 ,-,
7,171,1,1,1148100901,收回以前年度歲出,-,-,285 ,-,"前年度決算數係收回新制勞工退
休金轉由勞工退休準備金專戶支
應繳庫數。
"
7,172,,,1148300000,核能研究所,-,-,36 ,-,
7,172,1,,1148300900,雜項收入,-,-,36 ,-,
7,172,1,1,1148300901,收回以前年度歲出,-,-,14 ,-,"前年度決算數係收回退休人員教
育補助費與輻射防護訓練業務之
證照費。
"
7,172,1,2,1148300909,其他雜項收入,-,-,22 ,-,"前年度決算數係廠商逾期未領之
電話保證金與保管款繳庫數。
"
7,173,,,1151010000,農業委員會,"77,695 ","7,375 ","80,261 ","70,320 ",
7,173,1,,1151010900,雜項收入,"77,695 ","7,375 ","80,261 ","70,320 ",
7,173,1,1,1151010901,收回以前年度歲出,"69,355 ",-,"69,355 ","69,355 ","本年度預算數係收回以前年度計
畫賸餘款。
"
7,173,1,2,1151010909,其他雜項收入,"8,340 ","7,375 ","10,906 ",965 ,"本年度預算數係使用郵資機酬金
及專案性計畫之雜項收入等。
"
7,174,,,1151020000,林務局,"158,041 ","50,780 ","161,520 ","107,261 ",
7,174,1,,1151020900,雜項收入,"158,041 ","50,780 ","161,520 ","107,261 ",
7,174,1,1,1151020901,收回以前年度歲出,"20,000 ",-,"39,389 ","20,000 ","本年度預算數係收回以前年度計
畫賸餘款。
"
7,174,1,2,1151020909,其他雜項收入,"138,041 ","50,780 ","122,131 ","87,261 ","本年度預算數係處分出租林地之
副產物及國有林地障礙木、漂流
木等收入。
"
7,175,,,1151030000,水土保持局,"12,566 ","9,520 ","15,111 ","3,046 ",
7,175,1,,1151030900,雜項收入,"12,566 ","9,520 ","15,111 ","3,046 ",
7,175,1,1,1151030901,收回以前年度歲出,"8,000 ",-,"11,694 ","8,000 ","本年度預算數係收回以前年度鄉
村新風貌等計畫賸餘款。
"
7,175,1,2,1151030909,其他雜項收入,"4,566 ","9,520 ","3,417 ","-4,954 ","本年度預算數係逾期未領回之履
約保證金繳庫等收入。
"
